index,content_type,avg_score,critique,scores
10,social_media_educational,4.0,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
11,social_media_myth_busting,4.75,专业科普与实用建议并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与实用建议并存'}"
12,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
13,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
14,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
15,paid_ad_pas,4.0,文案开头成功放大痛点，但整体稍显冗长，不够简洁。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功放大痛点，但整体稍显冗长，不够简洁。'}"
16,paid_ad_bab,3.8,文案在点击吸引力方面表现良好，但行动号召有效性较弱，缺乏明确的引导点击的指令。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现良好，但行动号召有效性较弱，缺乏明确的引导点击的指令。'}"
17,paid_ad_fab,3.4,文案缺乏明确的行动号召（CTA），无法有效引导用户进行下一步动作。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），无法有效引导用户进行下一步动作。'}"
18,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
19,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
20,social_media_myth_busting,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
21,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
22,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
23,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
24,paid_ad_pas,4.6,文案在点击吸引力和行动号召有效性方面表现突出，能够迅速抓住目标受众的注意力并引导其进行下一步操作。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现突出，能够迅速抓住目标受众的注意力并引导其进行下一步操作。'}"
25,paid_ad_bab,4.0,文案符合指令要求，但缺乏强烈的点击吸引力,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案符合指令要求，但缺乏强烈的点击吸引力'}"
26,paid_ad_fab,4.6,文案简洁有力，核心信息突出，CTA明确且具有吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且具有吸引力。'}"
27,social_media_review,4.5,真实反馈与品牌理念完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实反馈与品牌理念完美结合'}"
28,social_media_educational,4.0,科普性强，但故事感稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，但故事感稍弱'}"
29,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
30,social_media_storytelling,4.0,内容实用但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容实用但故事性稍弱'}"
31,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
32,paid_ad_cta,4.4,文案开头具有情感共鸣，能有效吸引目标受众的注意，但整体略显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头具有情感共鸣，能有效吸引目标受众的注意，但整体略显冗长，可进一步精简。'}"
33,paid_ad_pas,4.0,痛点放大有效，但CTA较弱,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '痛点放大有效，但CTA较弱'}"
34,paid_ad_bab,4.4,文案简洁有力，但CTA部分可以更明确和吸引人。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，但CTA部分可以更明确和吸引人。'}"
35,paid_ad_fab,3.8,文案缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案缺乏明确的行动号召（CTA），降低了转化潜力。'}"
36,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
37,social_media_educational,4.0,科普清晰但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普清晰但故事性不足'}"
38,social_media_myth_busting,4.75,专业科普，触动人心,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，触动人心'}"
39,social_media_storytelling,4.5,真实体验与专业融合出色,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实体验与专业融合出色'}"
40,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
41,paid_ad_cta,4.8,文案简洁有力，完美遵循指令并准确传达产品核心卖点。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美遵循指令并准确传达产品核心卖点。'}"
42,paid_ad_pas,3.4,文案缺乏明确的行动号召（CTA），用户看完后不知道下一步该做什么。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案缺乏明确的行动号召（CTA），用户看完后不知道下一步该做什么。'}"
43,paid_ad_bab,3.4,文案内容准确且符合品牌理念，但行动号召（CTA）较弱，缺乏明确的点击引导。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案内容准确且符合品牌理念，但行动号召（CTA）较弱，缺乏明确的点击引导。'}"
44,paid_ad_fab,3.4,缺乏明确的行动号召（CTA）,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '缺乏明确的行动号召（CTA）'}"
45,social_media_review,4.5,情感真挚，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性平衡'}"
46,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
47,social_media_myth_busting,4.25,专业性强，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业性强，但故事性稍弱'}"
48,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
49,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
50,paid_ad_cta,4.6,极具冲击力的开头能迅速激发好奇心，完美击中敏感肌痛点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，完美击中敏感肌痛点。'}"
51,paid_ad_pas,5.0,极具冲击力的痛点放大与解决风格，完美适配信息流广告的阅读场景。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大与解决风格，完美适配信息流广告的阅读场景。'}"
52,paid_ad_bab,4.2,文案开头能迅速抓住注意力，但整体略显冗长，可进一步精简以适配信息流广告的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头能迅速抓住注意力，但整体略显冗长，可进一步精简以适配信息流广告的快速阅读场景。'}"
53,paid_ad_fab,4.6,文案简洁有力，核心信息突出，CTA明确且具有吸引力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且具有吸引力。'}"
54,social_media_review,4.0,内容实用但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容实用但故事性不足'}"
55,social_media_educational,4.75,科普性强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
56,social_media_myth_busting,4.75,专业且引人入胜的护肤科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的护肤科普'}"
57,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
58,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
59,paid_ad_cta,4.8,文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。'}"
60,paid_ad_pas,4.6,文案极具冲击力，能迅速激发好奇心或击中痛点，但CTA略显模板化。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，但CTA略显模板化。'}"
61,paid_ad_bab,4.4,文案简洁有力，能迅速抓住敏感肌用户的痛点，但CTA部分可以更强烈一些。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，能迅速抓住敏感肌用户的痛点，但CTA部分可以更强烈一些。'}"
62,paid_ad_fab,3.4,文案缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案缺乏明确的行动号召（CTA），降低了转化潜力。'}"
63,social_media_review,4.5,真实感强，内容价值高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，内容价值高'}"
64,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
65,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
66,ecommerce_long_form,4.666666666666667,专业性强，信息清晰，信任感良好,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业性强，信息清晰，信任感良好'}"
67,paid_ad_cta,4.8,钩子部分可以更具冲击力，以更好地抓住注意力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分可以更具冲击力，以更好地抓住注意力。'}"
68,paid_ad_pas,4.6,极具冲击力的痛点描述，能迅速激发好奇心或击中痛点。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点描述，能迅速激发好奇心或击中痛点。'}"
69,paid_ad_bab,4.0,文案遵循了之前-之后-桥梁风格，但CTA部分可以更强烈和具体。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案遵循了之前-之后-桥梁风格，但CTA部分可以更强烈和具体。'}"
70,paid_ad_fab,3.4,文案缺乏明确的行动号召（CTA），降低了转化潜力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案缺乏明确的行动号召（CTA），降低了转化潜力。'}"
71,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
72,social_media_educational,4.0,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
73,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
74,social_media_storytelling,4.5,真实感人，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感人，品牌契合度高'}"
75,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
76,paid_ad_cta,4.2,文案开头比喻新颖，能有效吸引目标受众的注意力，但整体稍显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头比喻新颖，能有效吸引目标受众的注意力，但整体稍显冗长，可进一步精简。'}"
77,paid_ad_pas,4.2,文案开头能有效抓住注意力，但整体略显冗长，可进一步精简以适配信息流广告的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头能有效抓住注意力，但整体略显冗长，可进一步精简以适配信息流广告的快速阅读场景。'}"
78,paid_ad_bab,4.6,文案结构清晰，符合之前-之后-桥梁风格，且CTA明确有力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，符合之前-之后-桥梁风格，且CTA明确有力。'}"
79,paid_ad_fab,4.8,文案简洁有力，科学配方的特点与品牌理念高度契合，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方的特点与品牌理念高度契合，但点击吸引力可以进一步提升。'}"
80,social_media_review,4.0,内容实用但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '内容实用但故事性不足'}"
81,social_media_educational,4.5,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
82,social_media_myth_busting,4.75,专业科普，破除误区,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，破除误区'}"
83,social_media_storytelling,4.5,专业与真实并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实并存'}"
84,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
85,paid_ad_cta,4.6,文案简洁有力，科学配方和精准护肤的钩子能迅速吸引目标受众的注意。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和精准护肤的钩子能迅速吸引目标受众的注意。'}"
86,paid_ad_pas,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
87,paid_ad_bab,4.8,文案简洁有力，符合信息流广告的阅读场景，且CTA明确有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合信息流广告的阅读场景，且CTA明确有说服力。'}"
88,paid_ad_fab,4.0,文案开头极具吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具吸引力，但整体略显冗长，部分细节可能不适合快速滑动的信息流广告场景。'}"
89,social_media_review,4.5,真实使用感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实使用感强，品牌契合度高'}"
90,social_media_educational,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
91,social_media_myth_busting,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
92,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
93,ecommerce_long_form,4.666666666666667,专业可信，信息清晰,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业可信，信息清晰'}"
94,paid_ad_cta,4.6,文案简洁有力，核心成分和功效一目了然，CTA明确且吸引人。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心成分和功效一目了然，CTA明确且吸引人。'}"
95,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容可以更精炼。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性略有不足，部分内容可以更精炼。'}"
96,paid_ad_bab,4.2,文案简洁有力，符合品牌理念，但CTA略显模板化，缺乏更强的行动驱动力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合品牌理念，但CTA略显模板化，缺乏更强的行动驱动力。'}"
97,paid_ad_fab,3.8,文案内容详细但略显冗长，核心信息尚算清晰但缺乏瞬间吸引力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容详细但略显冗长，核心信息尚算清晰但缺乏瞬间吸引力。'}"
98,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
99,social_media_educational,4.75,科普专业，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普专业，品牌契合度高'}"
100,social_media_myth_busting,4.75,专业科普与品牌理念完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与品牌理念完美融合'}"
101,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
102,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
103,paid_ad_cta,5.0,文案简洁有力，钩子直击痛点，CTA明确且具有吸引力，完美遵循指令。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子直击痛点，CTA明确且具有吸引力，完美遵循指令。'}"
104,paid_ad_pas,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
