index,content_type,avg_score,critique,scores
17,paid_ad_fab,4.6,文案开头极具冲击力，能迅速激发好奇心并击中痛点，但略有啰嗦，核心信息尚算清晰。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具冲击力，能迅速激发好奇心并击中痛点，但略有啰嗦，核心信息尚算清晰。'}"
18,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
19,social_media_educational,4.25,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
20,social_media_myth_busting,4.75,专业科普，触动人心,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，触动人心'}"
21,social_media_storytelling,4.5,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
22,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
23,paid_ad_cta,5.0,极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头和明确的行动号召，完美符合信息流广告的短平快要求。'}"
24,paid_ad_pas,4.8,极具冲击力的痛点放大，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大，能迅速激发好奇心或击中痛点'}"
25,paid_ad_bab,4.0,文案在点击吸引力方面表现较好，但缺乏明确的行动号召（CTA）,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但缺乏明确的行动号召（CTA）'}"
26,paid_ad_fab,4.0,文案信息准确且遵循指令，但点击吸引力和行动号召有效性有待提升。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且遵循指令，但点击吸引力和行动号召有效性有待提升。'}"
27,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
28,social_media_educational,4.75,专业科普与情感共鸣并存,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普与情感共鸣并存'}"
29,social_media_myth_busting,4.0,专业性强但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业性强但故事性稍弱'}"
30,social_media_storytelling,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
31,ecommerce_long_form,4.666666666666667,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业清晰，信任感强'}"
32,paid_ad_cta,4.4,文案开头具有一定的吸引力，但整体略显冗长，未能完全符合'短平快'的付费广告要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案开头具有一定的吸引力，但整体略显冗长，未能完全符合'短平快'的付费广告要求。""}"
33,paid_ad_pas,4.0,文案在点击吸引力方面表现较好，能够迅速击中敏感肌用户的痛点，但行动号召部分可以更加强烈和明确。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，能够迅速击中敏感肌用户的痛点，但行动号召部分可以更加强烈和明确。'}"
34,paid_ad_bab,4.4,文案简洁有力，但行动号召（CTA）部分可以更加强烈和具体。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，但行动号召（CTA）部分可以更加强烈和具体。'}"
35,paid_ad_fab,4.2,文案开头极具吸引力，但中间部分略显冗长，可能影响信息流的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具吸引力，但中间部分略显冗长，可能影响信息流的快速阅读效果。'}"
36,social_media_review,4.0,真实感强，品牌契合度可提升,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度可提升'}"
37,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
38,social_media_myth_busting,4.25,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
39,social_media_storytelling,4.75,专业与真实完美结合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美结合'}"
40,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
41,paid_ad_cta,4.2,文案信息准确且遵循指令，但点击吸引力略显不足，缺乏更强的痛点刺激或好奇心激发。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案信息准确且遵循指令，但点击吸引力略显不足，缺乏更强的痛点刺激或好奇心激发。'}"
42,paid_ad_pas,4.0,文案开头成功放大了痛点，但整体略显冗长，可进一步精简以提升信息流广告的效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头成功放大了痛点，但整体略显冗长，可进一步精简以提升信息流广告的效果。'}"
43,paid_ad_bab,4.0,开头能有效抓住敏感肌用户的痛点，但文案整体稍显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '开头能有效抓住敏感肌用户的痛点，但文案整体稍显冗长，可进一步精简。'}"
44,paid_ad_fab,4.0,文案内容全面但略显冗长，核心信息可更精炼以提升点击吸引力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面但略显冗长，核心信息可更精炼以提升点击吸引力。'}"
45,social_media_review,3.75,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '情感真挚但专业感稍弱'}"
46,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
47,social_media_myth_busting,4.25,专业但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业但故事性稍弱'}"
48,social_media_storytelling,4.5,情感真挚，专业与感性完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，专业与感性完美融合'}"
49,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
50,paid_ad_cta,4.8,文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但点击吸引力可以进一步提升。'}"
51,paid_ad_pas,4.2,痛点放大有效，但文案略显冗长，可进一步精简以提升信息流广告的阅读效率。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '痛点放大有效，但文案略显冗长，可进一步精简以提升信息流广告的阅读效率。'}"
52,paid_ad_bab,4.4,文案开头能有效抓住敏感肌用户的痛点，但整体略显冗长，部分描述可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头能有效抓住敏感肌用户的痛点，但整体略显冗长，部分描述可进一步精简。'}"
53,paid_ad_fab,4.4,文案极具冲击力，能迅速激发好奇心或击中痛点，但行动号召（CTA）较弱，缺乏明确的点击引导。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心或击中痛点，但行动号召（CTA）较弱，缺乏明确的点击引导。'}"
54,social_media_review,4.25,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
55,social_media_educational,4.75,专业科普，情感共鸣,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，情感共鸣'}"
56,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
57,social_media_storytelling,4.75,专业与真实完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与真实完美融合'}"
58,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
59,paid_ad_cta,4.8,文案简洁有力，核心信息突出，行动号召明确，但开头钩子略显平淡，缺乏更强的冲击力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，行动号召明确，但开头钩子略显平淡，缺乏更强的冲击力。'}"
60,paid_ad_pas,4.8,文案简洁有力，痛点放大与解决逻辑清晰，CTA明确且具吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，痛点放大与解决逻辑清晰，CTA明确且具吸引力。'}"
61,paid_ad_bab,4.2,文案开头能有效抓住注意力，但整体略显冗长，可以进一步精简以提升信息流广告的效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头能有效抓住注意力，但整体略显冗长，可以进一步精简以提升信息流广告的效果。'}"
62,paid_ad_fab,4.4,文案极具吸引力，能迅速抓住敏感肌用户的痛点，但行动号召部分略显薄弱。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具吸引力，能迅速抓住敏感肌用户的痛点，但行动号召部分略显薄弱。'}"
63,social_media_review,4.5,真实感强，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度高'}"
64,social_media_educational,4.75,科普深入，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '科普深入，品牌契合度高'}"
65,social_media_storytelling,4.5,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
66,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
67,paid_ad_cta,4.8,极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头能迅速激发好奇心，完美适配信息流的阅读场景。'}"
68,paid_ad_pas,4.8,极具冲击力的痛点放大和解决方案，能迅速激发点击欲望。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点放大和解决方案，能迅速激发点击欲望。'}"
69,paid_ad_bab,4.0,文案基本遵循了指令，但开头部分略显平淡，缺乏足够的冲击力来立即抓住注意力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案基本遵循了指令，但开头部分略显平淡，缺乏足够的冲击力来立即抓住注意力。'}"
70,paid_ad_fab,3.8,文案内容准确且遵循指令，但缺乏足够的点击吸引力，未能在一瞬间抓住注意力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容准确且遵循指令，但缺乏足够的点击吸引力，未能在一瞬间抓住注意力。'}"
71,social_media_review,4.25,真实使用反馈，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实使用反馈，品牌契合度高'}"
72,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
73,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
74,social_media_storytelling,4.25,情感真挚，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '情感真挚，品牌契合度高'}"
75,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
76,paid_ad_cta,5.0,钩子部分精准击中目标受众痛点，极具吸引力,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分精准击中目标受众痛点，极具吸引力'}"
77,paid_ad_pas,3.6,文案缺乏明确的行动号召（CTA），未能有效引导用户点击或购买。,"{'score_suitability_brevity': 4, 'score_click_appeal': 3, 'score_cta_effectiveness': 2, 'score_factual_accuracy': 5, 'score_instruction_following': 4, 'critique': '文案缺乏明确的行动号召（CTA），未能有效引导用户点击或购买。'}"
78,paid_ad_bab,4.8,文案简洁有力，科学配方和效果承诺清晰，但开头痛点描述稍显普通，缺乏更强的冲击力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，科学配方和效果承诺清晰，但开头痛点描述稍显普通，缺乏更强的冲击力。'}"
79,paid_ad_fab,3.0,文案缺乏明确的行动号召（CTA），未能有效引导用户进行下一步动作。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案缺乏明确的行动号召（CTA），未能有效引导用户进行下一步动作。'}"
80,social_media_review,4.5,真实体验分享，专业与感性平衡,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实体验分享，专业与感性平衡'}"
81,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
82,social_media_myth_busting,4.75,专业且互动性强,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且互动性强'}"
83,social_media_storytelling,4.5,专业与感性完美融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业与感性完美融合'}"
84,ecommerce_long_form,5.0,专业性强，信息清晰，信任感十足,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感十足'}"
85,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，同时行动号召明确有力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，同时行动号召明确有力。'}"
86,paid_ad_pas,4.6,极具冲击力的开头，能迅速激发好奇心或击中痛点,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的开头，能迅速激发好奇心或击中痛点'}"
87,paid_ad_bab,4.4,文案简洁有力，符合信息流广告的阅读场景，但CTA部分可以更具冲击力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，符合信息流广告的阅读场景，但CTA部分可以更具冲击力。'}"
88,paid_ad_fab,4.8,文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，核心信息突出，CTA明确且与内容紧密结合。'}"
89,social_media_review,4.0,故事真实，但品牌专业性稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，但品牌专业性稍弱'}"
90,social_media_educational,4.75,专业科普，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，品牌契合度高'}"
91,social_media_myth_busting,4.75,专业科普，契合品牌,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业科普，契合品牌'}"
92,social_media_storytelling,4.5,故事真实，品牌契合度高,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度高'}"
93,ecommerce_long_form,4.666666666666667,专业可信，信息清晰,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业可信，信息清晰'}"
94,paid_ad_cta,4.4,文案简洁有力，钩子与利益点结合紧密，但行动号召可以更具冲击力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，钩子与利益点结合紧密，但行动号召可以更具冲击力。'}"
95,paid_ad_pas,4.8,极具冲击力的痛点描述和解决方案，能迅速激发好奇心并引导点击。,"{'score_suitability_brevity': 4, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '极具冲击力的痛点描述和解决方案，能迅速激发好奇心并引导点击。'}"
96,paid_ad_bab,3.0,文案缺乏明确的行动号召（CTA），用户不知道下一步该做什么。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案缺乏明确的行动号召（CTA），用户不知道下一步该做什么。'}"
97,paid_ad_fab,3.0,文案缺乏明确的行动号召（CTA），用户看完后不知道下一步该做什么。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 1, 'score_factual_accuracy': 5, 'score_instruction_following': 3, 'critique': '文案缺乏明确的行动号召（CTA），用户看完后不知道下一步该做什么。'}"
98,social_media_review,4.5,真实体验分享，专业与情感并重,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '真实体验分享，专业与情感并重'}"
99,social_media_educational,4.0,科普性强，品牌契合度高,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普性强，品牌契合度高'}"
100,social_media_myth_busting,4.75,专业且引人入胜的科普,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '专业且引人入胜的科普'}"
101,social_media_storytelling,4.5,真实故事与专业融合,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 5, 'score_instruction_following': 5, 'critique': '真实故事与专业融合'}"
102,ecommerce_long_form,5.0,专业性强，信息清晰，信任感高,"{'score_professionalism_persuasion': 5, 'score_clarity_value': 5, 'score_trust_building': 5, 'critique': '专业性强，信息清晰，信任感高'}"
103,paid_ad_cta,5.0,文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。,"{'score_suitability_brevity': 5, 'score_click_appeal': 5, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案极具冲击力，能迅速激发好奇心并击中痛点，完美符合信息流广告的短平快要求。'}"
