index,content_type,avg_score,critique,scores
39,social_media_storytelling,4.0,故事真实，但品牌专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，但品牌专业感稍弱'}"
40,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
41,paid_ad_cta,4.2,文案开头具有一定的吸引力，但核心卖点部分略显冗长，可能影响信息流的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头具有一定的吸引力，但核心卖点部分略显冗长，可能影响信息流的快速阅读效果。'}"
42,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略有不足，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略有不足，部分内容略显冗长。'}"
43,paid_ad_bab,4.0,文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。'}"
44,paid_ad_fab,3.8,文案内容详尽但略显冗长，未能完全符合付费广告'短平快'的本质。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案内容详尽但略显冗长，未能完全符合付费广告'短平快'的本质。""}"
45,social_media_review,3.75,内容实用但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容实用但故事性不足'}"
46,social_media_educational,4.0,科普清晰但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '科普清晰但故事性不足'}"
47,social_media_myth_busting,4.0,专业科普但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业科普但故事性稍弱'}"
48,social_media_storytelling,4.0,情感真挚但专业感稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '情感真挚但专业感稍弱'}"
49,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
50,paid_ad_cta,4.8,文案简洁有力，完美符合信息流广告的短平快要求，且CTA明确有吸引力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美符合信息流广告的短平快要求，且CTA明确有吸引力。'}"
51,paid_ad_pas,4.0,文案在点击吸引力方面表现较好，能够有效抓住目标受众的痛点，但在简洁性和行动号召有效性方面仍有提升空间。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，能够有效抓住目标受众的痛点，但在简洁性和行动号召有效性方面仍有提升空间。'}"
52,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，可能不适合快速滑动的信息流广告场景。'}"
53,paid_ad_fab,4.2,文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的'短平快'要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案内容详尽但略显冗长，适合深度阅读但不符合信息流广告的'短平快'要求。""}"
54,social_media_review,3.75,内容实用但缺乏深度故事性,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容实用但缺乏深度故事性'}"
55,social_media_educational,3.5,科普信息丰富但故事性较弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '科普信息丰富但故事性较弱'}"
56,social_media_myth_busting,4.0,专业且实用，但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业且实用，但故事性稍弱'}"
57,social_media_storytelling,4.0,故事真实，但品牌专业性稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，但品牌专业性稍弱'}"
58,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
59,paid_ad_cta,4.8,文案简洁有力，行动号召明确，但钩子部分可以更具冲击力以进一步提升点击率。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，行动号召明确，但钩子部分可以更具冲击力以进一步提升点击率。'}"
60,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容略显冗长。'}"
61,paid_ad_bab,4.0,文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。'}"
62,paid_ad_fab,4.4,文案CTA明确且有说服力，但整体略显冗长，可在简洁性上进一步优化。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案CTA明确且有说服力，但整体略显冗长，可在简洁性上进一步优化。'}"
63,social_media_review,3.75,内容实用但品牌专业感稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容实用但品牌专业感稍弱'}"
64,social_media_educational,3.5,科普信息丰富但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '科普信息丰富但故事性不足'}"
65,social_media_storytelling,3.5,基本符合要求但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求但缺乏深度'}"
66,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
67,paid_ad_cta,4.6,钩子部分极具吸引力，能迅速抓住目标受众的注意力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分极具吸引力，能迅速抓住目标受众的注意力。'}"
68,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略显冗长，可能不适合快速滑动的信息流广告场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略显冗长，可能不适合快速滑动的信息流广告场景。'}"
69,paid_ad_bab,4.8,文案简洁有力，完美遵循了之前-之后-桥梁风格，且CTA明确有说服力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，完美遵循了之前-之后-桥梁风格，且CTA明确有说服力。'}"
70,paid_ad_fab,4.0,文案结构清晰，但开头缺乏足够吸引力，可能无法在2秒内抓住注意力。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案结构清晰，但开头缺乏足够吸引力，可能无法在2秒内抓住注意力。'}"
71,social_media_review,4.0,真实感强，品牌契合度稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度稍弱'}"
72,social_media_educational,3.25,内容中规中矩，品牌契合度一般,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩，品牌契合度一般'}"
73,social_media_myth_busting,3.25,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '基本符合要求，但缺乏深度'}"
74,social_media_storytelling,4.0,故事真实，品牌契合度稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '故事真实，品牌契合度稍弱'}"
75,ecommerce_long_form,4.333333333333333,专业且清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业且清晰，信任感强'}"
76,paid_ad_cta,4.4,钩子部分具有吸引力，但利益点部分略显冗长，可能影响信息流的快速阅读效果。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '钩子部分具有吸引力，但利益点部分略显冗长，可能影响信息流的快速阅读效果。'}"
77,paid_ad_pas,4.4,文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容可以更精炼。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现优秀，但在简洁性上略有不足，部分内容可以更精炼。'}"
78,paid_ad_bab,4.6,文案在简洁性和点击吸引力上表现良好，但可以进一步压缩以更符合信息流广告的快速阅读需求。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在简洁性和点击吸引力上表现良好，但可以进一步压缩以更符合信息流广告的快速阅读需求。'}"
79,paid_ad_fab,4.0,文案内容全面但略显冗长，适合深度阅读但不符合信息流广告的快速滑动场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 3, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案内容全面但略显冗长，适合深度阅读但不符合信息流广告的快速滑动场景。'}"
80,social_media_review,4.0,真实感强，品牌契合度稍弱,"{'score_authenticity_immersion': 4, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '真实感强，品牌契合度稍弱'}"
81,social_media_educational,3.5,科普清晰但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '科普清晰但故事性不足'}"
82,social_media_myth_busting,4.0,专业性强但故事性稍弱,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业性强但故事性稍弱'}"
83,social_media_storytelling,3.5,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求，但缺乏深度'}"
84,ecommerce_long_form,4.333333333333333,专业清晰，信任感强,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 5, 'score_trust_building': 4, 'critique': '专业清晰，信任感强'}"
85,paid_ad_cta,4.8,文案简洁有力，行动号召明确，但钩子部分略显普通，缺乏更强的冲击力。,"{'score_suitability_brevity': 5, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，行动号召明确，但钩子部分略显普通，缺乏更强的冲击力。'}"
86,paid_ad_pas,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简以适应信息流广告的快速阅读场景。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但在简洁性上略显冗长，部分细节可以进一步精简以适应信息流广告的快速阅读场景。'}"
87,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但略显冗长，可以进一步精简以提升简洁性。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但略显冗长，可以进一步精简以提升简洁性。'}"
88,paid_ad_fab,4.2,文案开头极具吸引力，但整体略显冗长，不符合信息流广告'短平快'的要求。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': ""文案开头极具吸引力，但整体略显冗长，不符合信息流广告'短平快'的要求。""}"
89,social_media_review,3.75,内容实用但缺乏深度故事性,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '内容实用但缺乏深度故事性'}"
90,social_media_educational,3.75,科普清晰但故事性不足,"{'score_authenticity_immersion': 3, 'score_value_engagement': 4, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '科普清晰但故事性不足'}"
91,social_media_myth_busting,4.5,专业与亲和力兼具,"{'score_authenticity_immersion': 4, 'score_value_engagement': 5, 'score_brand_fit': 4, 'score_instruction_following': 5, 'critique': '专业与亲和力兼具'}"
92,social_media_storytelling,3.5,基本符合要求，但缺乏深度,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 5, 'critique': '基本符合要求，但缺乏深度'}"
93,ecommerce_long_form,3.6666666666666665,专业清晰但信任感稍弱,"{'score_professionalism_persuasion': 4, 'score_clarity_value': 4, 'score_trust_building': 3, 'critique': '专业清晰但信任感稍弱'}"
94,paid_ad_cta,4.6,文案简洁有力，行动号召明确且具有吸引力，但钩子部分略显普通，缺乏更强的冲击力。,"{'score_suitability_brevity': 4, 'score_click_appeal': 4, 'score_cta_effectiveness': 5, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案简洁有力，行动号召明确且具有吸引力，但钩子部分略显普通，缺乏更强的冲击力。'}"
95,paid_ad_pas,4.0,文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 3, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力方面表现较好，但简洁性和行动号召有效性有待提升。'}"
96,paid_ad_bab,4.2,文案在点击吸引力和行动号召有效性方面表现良好，但简洁性有待提高，部分内容略显冗长。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案在点击吸引力和行动号召有效性方面表现良好，但简洁性有待提高，部分内容略显冗长。'}"
97,paid_ad_fab,4.2,文案开头极具吸引力，能迅速抓住注意力，但整体略显冗长，可进一步精简。,"{'score_suitability_brevity': 3, 'score_click_appeal': 4, 'score_cta_effectiveness': 4, 'score_factual_accuracy': 5, 'score_instruction_following': 5, 'critique': '文案开头极具吸引力，能迅速抓住注意力，但整体略显冗长，可进一步精简。'}"
98,social_media_review,3.25,内容中规中矩，广告感略重,"{'score_authenticity_immersion': 3, 'score_value_engagement': 3, 'score_brand_fit': 3, 'score_instruction_following': 4, 'critique': '内容中规中矩，广告感略重'}"
